,Unnamed: 0,path
0,0,/home/mike/data/train/1_378_0.mat
1,1,/home/mike/data/train/3_1544_0.mat
2,2,/home/mike/data/train/3_754_0.mat
3,3,/home/mike/data/train/2_2110_0.mat
4,4,/home/mike/data/train/1_87_0.mat
5,5,/home/mike/data/train/3_126_1.mat
6,6,/home/mike/data/train/2_1181_0.mat
7,7,/home/mike/data/train/3_1750_0.mat
8,8,/home/mike/data/train/2_2038_0.mat
9,9,/home/mike/data/train/3_1669_0.mat
10,10,/home/mike/data/train/2_727_0.mat
11,11,/home/mike/data/train/3_2122_0.mat
12,12,/home/mike/data/train/2_707_0.mat
13,13,/home/mike/data/train/2_1465_0.mat
14,14,/home/mike/data/train/2_1152_0.mat
15,15,/home/mike/data/train/1_527_0.mat
16,16,/home/mike/data/train/2_588_0.mat
17,17,/home/mike/data/train/3_281_0.mat
18,18,/home/mike/data/train/1_63_1.mat
19,19,/home/mike/data/train/3_1090_0.mat
20,20,/home/mike/data/train/3_391_0.mat
21,21,/home/mike/data/train/2_312_0.mat
22,22,/home/mike/data/train/2_147_0.mat
23,23,/home/mike/data/train/3_551_0.mat
24,24,/home/mike/data/train/3_794_0.mat
25,25,/home/mike/data/train/1_805_0.mat
26,26,/home/mike/data/train/2_620_0.mat
27,27,/home/mike/data/train/2_480_0.mat
28,28,/home/mike/data/train/1_495_0.mat
29,29,/home/mike/data/train/2_138_0.mat
30,30,/home/mike/data/train/2_676_0.mat
31,31,/home/mike/data/train/3_1657_0.mat
32,32,/home/mike/data/train/2_914_0.mat
33,33,/home/mike/data/train/3_1777_0.mat
34,34,/home/mike/data/train/2_728_0.mat
35,35,/home/mike/data/train/3_1715_0.mat
36,36,/home/mike/data/train/3_108_0.mat
37,37,/home/mike/data/train/3_237_0.mat
38,38,/home/mike/data/train/1_1128_0.mat
39,39,/home/mike/data/train/1_463_0.mat
40,40,/home/mike/data/train/2_170_0.mat
41,41,/home/mike/data/train/2_1518_0.mat
42,42,/home/mike/data/train/3_1754_0.mat
43,43,/home/mike/data/train/2_1294_0.mat
44,44,/home/mike/data/train/2_18_0.mat
45,45,/home/mike/data/train/3_209_0.mat
46,46,/home/mike/data/train/2_2107_0.mat
47,47,/home/mike/data/train/3_2138_0.mat
48,48,/home/mike/data/train/1_16_1.mat
49,49,/home/mike/data/train/2_153_0.mat
50,50,/home/mike/data/train/3_706_0.mat
51,51,/home/mike/data/train/1_1016_0.mat
52,52,/home/mike/data/train/2_855_0.mat
53,53,/home/mike/data/train/2_195_0.mat
54,54,/home/mike/data/train/2_523_0.mat
55,55,/home/mike/data/train/3_1045_0.mat
56,56,/home/mike/data/train/1_22_1.mat
57,57,/home/mike/data/train/3_1739_0.mat
58,58,/home/mike/data/train/2_301_0.mat
59,59,/home/mike/data/train/3_69_1.mat
60,60,/home/mike/data/train/3_97_0.mat
61,61,/home/mike/data/train/2_1730_0.mat
62,62,/home/mike/data/train/2_11_1.mat
63,63,/home/mike/data/train/1_59_0.mat
64,64,/home/mike/data/train/3_504_0.mat
65,65,/home/mike/data/train/3_5_1.mat
66,66,/home/mike/data/train/2_1886_0.mat
67,67,/home/mike/data/train/2_1281_0.mat
68,68,/home/mike/data/train/2_1675_0.mat
69,69,/home/mike/data/train/3_1571_0.mat
70,70,/home/mike/data/train/2_1773_0.mat
71,71,/home/mike/data/train/2_2031_0.mat
72,72,/home/mike/data/train/2_851_0.mat
73,73,/home/mike/data/train/3_1656_0.mat
74,74,/home/mike/data/train/1_502_0.mat
75,75,/home/mike/data/train/3_335_0.mat
76,76,/home/mike/data/train/3_1523_0.mat
77,77,/home/mike/data/train/3_1372_0.mat
78,78,/home/mike/data/train/3_1066_0.mat
79,79,/home/mike/data/train/2_64_0.mat
80,80,/home/mike/data/train/3_1353_0.mat
81,81,/home/mike/data/train/2_916_0.mat
82,82,/home/mike/data/train/3_1827_0.mat
83,83,/home/mike/data/train/1_608_0.mat
84,84,/home/mike/data/train/2_338_0.mat
85,85,/home/mike/data/train/1_960_0.mat
86,86,/home/mike/data/train/2_2135_0.mat
87,87,/home/mike/data/train/3_1738_0.mat
88,88,/home/mike/data/train/2_959_0.mat
89,89,/home/mike/data/train/1_548_0.mat
90,90,/home/mike/data/train/1_798_0.mat
91,91,/home/mike/data/train/3_113_0.mat
92,92,/home/mike/data/train/1_1141_0.mat
93,93,/home/mike/data/train/1_5_1.mat
94,94,/home/mike/data/train/3_1899_0.mat
95,95,/home/mike/data/train/3_1205_0.mat
96,96,/home/mike/data/train/3_76_0.mat
97,97,/home/mike/data/train/1_651_0.mat
98,98,/home/mike/data/train/3_1409_0.mat
99,99,/home/mike/data/train/2_586_0.mat
100,100,/home/mike/data/train/3_48_1.mat
101,101,/home/mike/data/train/1_114_0.mat
102,102,/home/mike/data/train/3_809_0.mat
103,103,/home/mike/data/train/2_913_0.mat
104,104,/home/mike/data/train/1_1066_0.mat
105,105,/home/mike/data/train/1_820_0.mat
106,106,/home/mike/data/train/2_950_0.mat
107,107,/home/mike/data/train/3_648_0.mat
108,108,/home/mike/data/train/3_602_0.mat
109,109,/home/mike/data/train/2_651_0.mat
110,110,/home/mike/data/train/3_1171_0.mat
111,111,/home/mike/data/train/1_95_0.mat
112,112,/home/mike/data/train/2_1370_0.mat
113,113,/home/mike/data/train/2_2183_0.mat
114,114,/home/mike/data/train/2_2111_0.mat
115,115,/home/mike/data/train/1_196_0.mat
116,116,/home/mike/data/train/3_115_1.mat
117,117,/home/mike/data/train/3_138_0.mat
118,118,/home/mike/data/train/3_457_0.mat
119,119,/home/mike/data/train/3_1034_0.mat
120,120,/home/mike/data/train/2_1436_0.mat
121,121,/home/mike/data/train/1_36_0.mat
122,122,/home/mike/data/train/1_72_0.mat
123,123,/home/mike/data/train/2_826_0.mat
124,124,/home/mike/data/train/2_608_0.mat
125,125,/home/mike/data/train/1_14_1.mat
126,126,/home/mike/data/train/2_23_1.mat
127,127,/home/mike/data/train/2_1891_0.mat
128,128,/home/mike/data/train/1_771_0.mat
129,129,/home/mike/data/train/2_1937_0.mat
130,130,/home/mike/data/train/1_324_0.mat
131,131,/home/mike/data/train/3_613_0.mat
132,132,/home/mike/data/train/3_1559_0.mat
133,133,/home/mike/data/train/2_369_0.mat
134,134,/home/mike/data/train/3_125_0.mat
135,135,/home/mike/data/train/1_940_0.mat
136,136,/home/mike/data/train/3_655_0.mat
137,137,/home/mike/data/train/1_1124_0.mat
138,138,/home/mike/data/train/3_819_0.mat
139,139,/home/mike/data/train/3_949_0.mat
140,140,/home/mike/data/train/3_2054_0.mat
141,141,/home/mike/data/train/2_449_0.mat
142,142,/home/mike/data/train/3_1116_0.mat
143,143,/home/mike/data/train/2_1335_0.mat
144,144,/home/mike/data/train/2_1455_0.mat
145,145,/home/mike/data/train/2_1869_0.mat
146,146,/home/mike/data/train/3_1415_0.mat
147,147,/home/mike/data/train/1_1086_0.mat
148,148,/home/mike/data/train/1_1019_0.mat
149,149,/home/mike/data/train/3_658_0.mat
150,150,/home/mike/data/train/2_876_0.mat
151,151,/home/mike/data/train/2_100_1.mat
152,152,/home/mike/data/train/2_136_0.mat
153,153,/home/mike/data/train/1_922_0.mat
154,154,/home/mike/data/train/3_2195_0.mat
155,155,/home/mike/data/train/3_2169_0.mat
156,156,/home/mike/data/train/2_998_0.mat
157,157,/home/mike/data/train/1_104_0.mat
158,158,/home/mike/data/train/1_96_1.mat
159,159,/home/mike/data/train/2_1700_0.mat
160,160,/home/mike/data/train/3_1378_0.mat
161,161,/home/mike/data/train/2_256_0.mat
